307179,30
"116.37474099999999,39.960709","116.366501,39.964828000000004",475,1981,"['116.37474,39.960703;116.374405,39.960703', '116.374401,39.960703;116.374371,39.960755;116.374362,39.960864;116.37434,39.960903;116.37434,39.960903;116.37428,39.96092;116.373941,39.96092;116.373941,39.96092;116.373607,39.960907;116.373607,39.960907;116.372852,39.960907;116.372852,39.960907;116.370972,39.960855', '116.370968,39.960851;116.370951,39.961102;116.370951,39.961102;116.370911,39.961437;116.370911,39.961437;116.370898,39.96171;116.370898,39.96171;116.370881,39.961845;116.370881,39.961845;116.370868,39.962057;116.370738,39.962187', '116.370734,39.962187;116.370655,39.963164;116.370655,39.963164;116.370638,39.963303;116.370638,39.963303;116.370764,39.963442;116.370707,39.963911;116.370707,39.963911;116.370686,39.964154;116.370686,39.964154;116.370668,39.964271;116.370668,39.964271;116.370638,39.96451;116.370638,39.96451;116.37056,39.9652;116.37056,39.9652;116.370538,39.965395;116.370434,39.965499;116.370434,39.965499;116.370425,39.965603;116.370425,39.965603;116.370378,39.966146;116.370378,39.966146;116.370365,39.966276;116.370365,39.966276;116.370434,39.966354;116.370451,39.966419;116.370339,39.967639', '116.370334,39.967639;116.370273,39.967635;116.370273,39.967635;116.370217,39.967635;116.370217,39.967635;116.370065,39.967626', '116.370061,39.967622;116.369996,39.967496;116.370061,39.967023;116.370061,39.967023;116.370122,39.966263;116.370122,39.966263;116.370139,39.966111;116.370139,39.966111;116.370169,39.965699;116.370169,39.965699;116.370178,39.965608;116.370178,39.965608;116.370191,39.965434;116.370191,39.965434;116.3702,39.96536;116.3702,39.96536;116.370269,39.964701;116.370269,39.964701;116.37033,39.96408;116.37033,39.96408;116.370334,39.963906', '116.370334,39.963902;116.370143,39.963898;116.370143,39.963898;116.369983,39.963885;116.369983,39.963885;116.36951,39.96385;116.36951,39.96385;116.369319,39.963832', '116.369314,39.963828;116.369301,39.964045;116.369301,39.964045;116.369288,39.964366;116.369288,39.964366;116.369258,39.964748;116.369258,39.964748;116.369258,39.96497;116.36924,39.965013;116.369206,39.965026;116.36816,39.965004;116.36816,39.965004;116.367344,39.964987;116.367344,39.964987;116.367105,39.964978;116.367105,39.964978;116.366497,39.964965']"
"116.366501,39.964828000000004","116.363754,39.959334999999996",205,856,"['116.366189,39.964822;116.366194,39.96467;116.366194,39.96467;116.366194,39.964562;116.366194,39.964562;116.366215,39.964366;116.366215,39.964366;116.366233,39.964288;116.366233,39.964288;116.366246,39.964067;116.366246,39.964067;116.366254,39.963941;116.366254,39.963941;116.366272,39.963776;116.366272,39.963776;116.366272,39.963672;116.366272,39.963672;116.366302,39.963372;116.366302,39.963372;116.366345,39.962826;116.366345,39.962826;116.366341,39.962782;116.366367,39.9624;116.366367,39.9624;116.366428,39.961658;116.366428,39.961658;116.366428,39.961619;116.366454,39.961597;116.366454,39.961597;116.366506,39.961037;116.366506,39.961037;116.366515,39.960946;116.366515,39.960946;116.366554,39.960538;116.366554,39.960538;116.366584,39.960304;116.366584,39.960304;116.366597,39.960061;116.366597,39.960061;116.366606,39.959983;116.366606,39.959983;116.366649,39.959444;116.366649,39.959444;116.366667,39.959271', '116.366667,39.959266;116.366207,39.959266;116.366207,39.959266;116.365803,39.959266;116.365803,39.959266;116.36503,39.959275;116.36503,39.959275;116.363754,39.959293']"
"116.362381,39.959334999999996","116.37336699999999,39.955215",341,1420,"['116.362378,39.959288;116.36263,39.959293;116.36263,39.959293;116.363216,39.959297;116.363216,39.959297;116.363598,39.959297;116.363598,39.959297;116.363715,39.959297;116.363715,39.959297;116.365026,39.95928;116.365026,39.95928;116.365799,39.959271;116.365799,39.959271;116.366202,39.959271;116.366202,39.959271;116.366667,39.959271', '116.366667,39.959266;116.366688,39.958963;116.366688,39.958963;116.366727,39.958546;116.366727,39.958546;116.366745,39.958424;116.366745,39.958424;116.366775,39.958034', '116.366775,39.95803;116.366957,39.958095;116.367049,39.958095;116.367049,39.958095;116.368307,39.958095;116.368307,39.958095;116.368728,39.958095;116.368728,39.958095;116.368919,39.958095;116.368919,39.958095;116.369588,39.958095;116.369588,39.958095;116.370412,39.958099;116.370412,39.958099;116.370664,39.958099;116.370885,39.958069', '116.370885,39.958064;116.370903,39.957934;116.370903,39.957934;116.370955,39.957435;116.370955,39.957435;116.370968,39.957201;116.370968,39.957201;116.371059,39.956285;116.371059,39.956285;116.371085,39.955959;116.371085,39.955959;116.371115,39.955556', '116.371115,39.955551;116.371237,39.955556;116.371237,39.955556;116.371298,39.955556;116.371298,39.955556;116.37138,39.955573;116.37138,39.955573;116.371471,39.955582', '116.371471,39.955582;116.371528,39.955056;116.371532,39.954822', '116.371532,39.954818;116.37184,39.954831;116.37184,39.954831;116.372075,39.954839;116.372075,39.954839;116.372778,39.954857;116.372778,39.954857;116.373264,39.954865', '116.373264,39.954865;116.373281,39.955065;116.373403,39.955165']"
"116.40907299999999,39.935989","116.402206,39.933243",269,1122,"['116.408798,39.935694;116.408633,39.935699', '116.408628,39.935699;116.408681,39.934974;116.408681,39.934974;116.408681,39.934839;116.408681,39.934839;116.408689,39.934761;116.408689,39.934761;116.408728,39.934297;116.408728,39.934297;116.408789,39.933446', '116.408789,39.933442;116.407161,39.933494;116.407161,39.933494;116.406337,39.933516;116.406337,39.933516;116.405855,39.933529;116.405855,39.933529;116.405764,39.933529;116.405764,39.933529;116.40546,39.933529;116.40546,39.933529;116.405291,39.933529;116.405291,39.933529;116.404497,39.933529;116.404497,39.933529;116.403889,39.933529;116.403889,39.933529;116.403108,39.93352;116.403108,39.93352;116.403069,39.93352;116.403069,39.93352;116.402743,39.93352;116.402743,39.93352;116.401658,39.933511;116.401658,39.933511;116.400486,39.933507', '116.400482,39.933503;116.400482,39.933407', '116.400482,39.933403;116.402174,39.933411']"
"116.297836,39.964828000000004","116.29508999999999,39.974441999999996",350,1457,"['116.297882,39.964835;116.298056,39.964288;116.298056,39.964288;116.29826,39.963576;116.29826,39.963576;116.298368,39.963594', '116.298368,39.963594;116.29806,39.964575;116.29806,39.964575;116.29799,39.964783;116.29799,39.964783;116.297891,39.965148;116.297891,39.965148;116.297687,39.965859;116.297687,39.965859;116.297517,39.966411;116.297517,39.966411;116.297405,39.966771;116.297405,39.966771;116.297253,39.967235;116.297253,39.967235;116.297214,39.967361;116.297214,39.967361;116.297001,39.968147;116.297001,39.968147;116.296984,39.96822;116.296984,39.96822;116.296753,39.968989;116.296753,39.968989;116.29671,39.969128;116.29671,39.969128;116.296541,39.969727;116.296541,39.969727;116.29651,39.969991;116.29651,39.97026;116.29651,39.97026;116.296497,39.971016;116.296497,39.971016;116.296489,39.971128;116.296489,39.971128;116.296489,39.971181;116.296489,39.971181;116.296467,39.971962;116.296467,39.971962;116.296437,39.972925;116.296437,39.972925;116.296406,39.974136;116.29635,39.97424', '116.296345,39.97424;116.295208,39.97418', '116.295204,39.974175;116.295204,39.974323']"
"116.29508999999999,39.974441999999996","116.297836,39.968948",245,1022,"['116.295204,39.974323;116.295204,39.97418', '116.295204,39.974175;116.296345,39.97424', '116.296345,39.97424;116.296306,39.974141;116.296337,39.97293;116.296337,39.97293;116.296376,39.971962;116.296376,39.971962;116.296393,39.971159;116.296393,39.971159;116.296402,39.97102;116.296402,39.97102;116.296406,39.970573;116.296406,39.970573;116.296415,39.970265;116.296415,39.970265;116.296437,39.969718;116.296437,39.969718;116.296467,39.96957;116.296619,39.969106;116.296619,39.969106;116.296658,39.968989;116.296658,39.968989;116.296745,39.968728;116.296745,39.968728;116.296888,39.96822;116.296888,39.96822;116.296979,39.96822', '116.296979,39.96822;116.296753,39.968989;116.296753,39.968989;116.29671,39.969128', '116.296706,39.969128;116.296918,39.969184', '116.296918,39.969184;116.296957,39.969045;116.296957,39.969045;116.297027,39.968819', '116.297027,39.968815;116.297231,39.968841;116.297231,39.968841;116.297839,39.968919']"
"116.29097,39.971695000000004","116.297836,39.964828000000004",280,1165,"['116.291042,39.971536;116.291341,39.971615;116.291593,39.97168;116.291845,39.97171;116.292244,39.971736', '116.292244,39.971736;116.292257,39.97135;116.292348,39.970985;116.292348,39.970985;116.292509,39.970651;116.292509,39.970651;116.292578,39.970521;116.292721,39.970312;116.292721,39.970312;116.293064,39.969861;116.293064,39.969861;116.293385,39.969427;116.293385,39.969427;116.294171,39.968342;116.29441,39.967934;116.29441,39.967934;116.294449,39.967852', '116.294449,39.967847;116.295126,39.967921;116.295126,39.967921;116.296102,39.968038;116.296102,39.968038;116.29691,39.968142', '116.29691,39.968142;116.297131,39.967348;116.297131,39.967348;116.297352,39.966641;116.297352,39.966641;116.297431,39.966376;116.297431,39.966376;116.297591,39.965838;116.297591,39.965838;116.297795,39.965122;116.297795,39.965122;116.297882,39.964839']"
"116.417313,39.962082","116.42005900000001,39.959334999999996",129,536,"['116.417313,39.962053;116.418121,39.96207', '116.418121,39.96207;116.418134,39.961662;116.418134,39.961662;116.418151,39.961254;116.418151,39.961254;116.418155,39.96112;116.418155,39.96112;116.418164,39.961024;116.418164,39.961024;116.418212,39.960026;116.418212,39.960026;116.418242,39.959575;116.418264,39.959332;116.418264,39.959332;116.418264,39.959197', '116.418264,39.959193;116.418385,39.959193;116.418385,39.959193;116.418494,39.959201;116.418494,39.959201;116.418655,39.959201;116.418655,39.959201;116.419041,39.959236;116.419041,39.959236;116.419258,39.959253;116.419258,39.959253;116.419414,39.959206;116.419644,39.959219;116.419644,39.959219;116.420065,39.959245']"
"116.43516499999998,39.926376","116.428299,39.925003000000004",204,849,"['116.435074,39.926372;116.435109,39.925612;116.435109,39.925612;116.435126,39.925122;116.4351,39.924935;116.435013,39.92474', '116.435009,39.924735;116.434891,39.92477;116.434891,39.92477;116.434818,39.924779;116.434818,39.924779;116.434479,39.924779;116.434479,39.924779;116.434197,39.924766;116.434197,39.924766;116.434093,39.924753;116.434093,39.924753;116.433993,39.924705;116.433893,39.924588', '116.433889,39.924583;116.433711,39.924635;116.433511,39.924635;116.433511,39.924635;116.433155,39.924631;116.433155,39.924631;116.432574,39.924622;116.432574,39.924622;116.432361,39.924622;116.432361,39.924622;116.432335,39.924622;116.432335,39.924622;116.432031,39.924622;116.432031,39.924622;116.43194,39.924618;116.43194,39.924618;116.431033,39.924605;116.430894,39.924505;116.430894,39.924505;116.43033,39.924501;116.43033,39.924501;116.429835,39.924492;116.429835,39.924492;116.429714,39.924492;116.429714,39.924492;116.429523,39.924583;116.429523,39.924583;116.429123,39.924588;116.429123,39.924588;116.427973,39.924588', '116.427969,39.924583;116.427999,39.924883', '116.427999,39.924883;116.42826,39.924848']"
"116.444778,39.938736","116.43516499999998,39.940109",353,1470,"['116.444761,39.938759;116.444492,39.938672', '116.444488,39.938668;116.444284,39.938225;116.444284,39.938225;116.444132,39.937934;116.444132,39.937934;116.443867,39.937344;116.443867,39.937344;116.443802,39.937096;116.443802,39.937096;116.443802,39.937031;116.443802,39.937031;116.443798,39.936875;116.443798,39.936875;116.443798,39.936493', '116.443793,39.936489;116.443711,39.936489;116.443711,39.936489;116.443329,39.936489;116.443329,39.936489;116.443203,39.936489;116.443203,39.936489;116.442561,39.936489;116.442561,39.936489;116.442339,39.936489;116.442339,39.936489;116.442079,39.936484;116.442079,39.936484;116.440998,39.936467', '116.440994,39.936463;116.440994,39.936623', '116.440994,39.936623;116.440807,39.936632;116.440807,39.936632;116.440308,39.936632;116.440308,39.936632;116.439996,39.936632;116.439996,39.936632;116.439865,39.936636;116.439865,39.936636;116.439392,39.936658;116.439319,39.936701', '116.439314,39.936701;116.439266,39.936806;116.43924,39.937161', '116.439236,39.937161;116.439036,39.937161;116.439036,39.937161;116.438511,39.937174', '116.438507,39.937174;116.438503,39.937079;116.438442,39.937027;116.438372,39.937005;116.438043,39.936997;116.438043,39.936997;116.437509,39.937005;116.437509,39.937005;116.437326,39.937014;116.437326,39.937014;116.437166,39.937018;116.437166,39.937018;116.437075,39.937023;116.437075,39.937023;116.436589,39.93701;116.436589,39.93701;116.436523,39.93701', '116.436523,39.937005;116.436493,39.937348;116.436493,39.937348;116.43648,39.937734;116.43648,39.937734;116.436463,39.937886;116.436463,39.937886;116.436402,39.93898;116.436402,39.93898;116.436398,39.939371;116.436398,39.939371;116.43638,39.939748;116.43638,39.939748;116.436372,39.939939;116.436372,39.939939;116.436359,39.940556', '116.436354,39.940556;116.436115,39.940573;116.436115,39.940573;116.435794,39.940586;116.435794,39.940586;116.435365,39.94059;116.435304,39.940573;116.435082,39.940399']"
"116.348648,39.992294","116.352768,39.990921",114,474,"['116.348819,39.992296;116.348837,39.991875;116.348837,39.991875;116.34885,39.991693;116.34885,39.991519;116.348824,39.991476;116.348824,39.991476;116.348763,39.991398;116.348776,39.991089', '116.348776,39.991085;116.349258,39.991102;116.349258,39.991102;116.350278,39.991133;116.350278,39.991133;116.350712,39.991146;116.350712,39.991146;116.351523,39.991181;116.351523,39.991181;116.351845,39.991185;116.351845,39.991185;116.352752,39.991211']"
