orderid,userid,bikeid,biketype,starttime,endtime,start_x,start_y,end_x,end_y
4420950,78438,446537,1,2017-05-10 00:02:20,2017-05-10 00:08:38,116.28685,40.01152,116.284103,40.018387
3171865,1045878,329987,1,2017-05-10 00:02:24,2017-05-10 00:13:56,116.376114,39.865952,116.371994,39.859085
2112705,690880,231096,2,2017-05-10 00:02:26,2017-05-10 00:06:19,116.300583,39.864578,116.29509,39.865952
1636515,451156,186010,2,2017-05-10 00:02:37,2017-05-10 00:05:37,116.540909,39.933243,116.539536,39.929123
3418669,1039020,353311,1,2017-05-10 00:02:39,2017-05-10 00:07:08,116.509323,39.867325,116.505203,39.860458
4799253,838963,477467,1,2017-05-10 00:02:41,2017-05-10 00:05:31,116.444778,39.953842,116.440659,39.956589
3128372,708833,325859,1,2017-05-10 00:02:45,2017-05-10 00:05:31,116.417313,39.867325,116.411819,39.870071
3132520,575167,326248,1,2017-05-10 00:02:45,2017-05-10 00:09:29,116.556015,39.761581,116.569748,39.758835
596122,1042960,80715,1,2017-05-10 00:02:45,2017-05-10 00:07:27,116.442032,39.942856,116.436539,39.935989
1667755,973715,189042,2,2017-05-10 00:02:47,2017-05-10 00:09:05,116.410446,39.850845,116.404953,39.848099
2577410,257395,274817,2,2017-05-10 00:02:58,2017-05-10 00:08:31,116.682358,39.882431,116.690598,39.876938
751169,31023,99665,1,2017-05-10 00:03:07,2017-05-10 00:10:02,116.561508,39.735489,116.554642,39.725876
1581757,754139,180760,2,2017-05-10 00:03:11,2017-05-10 00:05:11,116.358261,39.817886,116.354141,39.820633
3824263,125403,392415,1,2017-05-10 00:03:15,2017-05-10 00:07:53,116.362381,39.916763,116.352768,39.914017
1485775,860680,171723,2,2017-05-10 00:03:18,2017-05-10 00:08:00,116.185226,39.93049600000001,116.19072,39.926376
3778004,792004,387841,1,2017-05-10 00:03:19,2017-05-10 00:06:18,116.447525,39.842606,116.443405,39.846725
1297355,577800,153979,2,2017-05-10 00:03:22,2017-05-10 00:11:49,116.3871,39.872818,116.39946,39.867325
1380300,981314,161592,2,2017-05-10 00:03:26,2017-05-10 00:10:08,116.236038,39.889297,116.226425,39.894791
2139828,816721,233674,2,2017-05-10 00:03:30,2017-05-10 00:05:00,116.402206,39.963455,116.406326,39.962082
3300915,615530,342235,1,2017-05-10 00:03:33,2017-05-10 00:06:26,116.289597,39.817886,116.285477,39.816513
1151114,198596,140589,2,2017-05-10 00:03:35,2017-05-10 00:07:29,116.304703,39.892044,116.297836,39.887924
2355780,517224,254174,2,2017-05-10 00:03:36,2017-05-10 00:12:06,116.183853,39.93187,116.17836,39.938736
2616817,501143,278525,2,2017-05-10 00:03:38,2017-05-10 00:06:22,116.43516499999998,39.861832,116.429672,39.860458
4836928,1063257,480328,1,2017-05-10 00:03:43,2017-05-10 00:24:03,116.176987,39.91127,116.168747,39.918137
191792,1034939,27248,1,2017-05-10 00:03:52,2017-05-10 00:05:55,116.579361,39.80278,116.582108,39.800034
4482441,958750,451318,1,2017-05-10 00:04:06,2017-05-10 00:07:52,116.469498,39.984055,116.464005,39.979935
5202212,238670,514987,1,2017-05-10 00:04:07,2017-05-10 00:07:09,116.352768,39.993668,116.347275,39.990921
914794,328915,118638,2,2017-05-10 00:04:13,2017-05-10 00:17:54,116.51619,39.854965,116.51619,39.850845
2365406,781290,255114,2,2017-05-10 00:04:15,2017-05-10 00:12:25,116.466751,39.986801,116.484604,39.977188
2081404,1006352,228130,2,2017-05-10 00:04:22,2017-05-10 00:08:04,116.339035,39.82338,116.334915,39.827499
2895472,413402,303992,2,2017-05-10 00:04:23,2017-05-10 00:07:34,116.388474,39.856339,116.392593,39.853592
476820,238172,64936,1,2017-05-10 00:04:23,2017-05-10 00:06:15,116.33628799999998,39.882431,116.334915,39.87968400000001
2792784,1046214,294662,2,2017-05-10 00:04:24,2017-05-10 00:06:57,116.453018,39.92363,116.446152,39.92363
2183024,349684,237808,2,2017-05-10 00:04:31,2017-05-10 00:13:57,116.381607,40.058212,116.37886,40.058212
4509119,985234,453530,1,2017-05-10 00:04:34,2017-05-10 00:14:07,116.472244,39.872818,116.465378,39.889297
1266619,737741,151184,2,2017-05-10 00:04:35,2017-05-10 00:07:53,116.124802,39.897537,116.120682,39.898911
1899338,174372,211129,2,2017-05-10 00:04:37,2017-05-10 00:11:16,116.39122,39.872818,116.392593,39.868698
1833562,315083,204936,2,2017-05-10 00:04:39,2017-05-10 00:08:37,116.279984,39.942856,116.284103,39.937363
3428782,61358,354288,1,2017-05-10 00:04:43,2017-05-10 00:09:58,116.415939,39.905777,116.420059,39.897537
811296,305317,107037,1,2017-05-10 00:04:44,2017-05-10 00:11:09,116.248398,40.043106,116.241531,40.038986
712298,279077,95132,1,2017-05-10 00:04:52,2017-05-10 00:06:41,116.477737,39.864578,116.476364,39.864578
476678,210992,64918,1,2017-05-10 00:04:56,2017-05-10 00:08:05,116.444778,39.955215,116.439285,39.957962
878764,84395,115277,2,2017-05-10 00:05:06,2017-05-10 00:11:11,116.448898,39.963455,116.455765,39.956589
1959,594013,303,1,2017-05-10 00:05:14,2017-05-10 00:08:26,116.39534,39.940109,116.389847,39.938736
161613,890903,22312,1,2017-05-10 00:05:16,2017-05-10 00:09:27,116.354141,39.918137,116.350021,39.925003
3491519,991771,360294,1,2017-05-10 00:05:16,2017-05-10 00:07:42,116.488724,39.974442,116.485977,39.971695
26088,443565,4224,1,2017-05-10 00:05:16,2017-05-10 00:08:52,116.1866,39.914017,116.17836,39.91539
646955,279077,87305,1,2017-05-10 00:05:16,2017-05-10 00:07:24,116.477737,39.864578,116.474991,39.863205
1682485,822127,190449,2,2017-05-10 00:05:17,2017-05-10 00:24:54,116.468124,39.894791,116.518936,39.89067100000001
1558312,31125,178521,2,2017-05-10 00:05:17,2017-05-10 00:10:30,116.374741,39.809647,116.365128,39.813766
3886058,17725,398448,1,2017-05-10 00:05:19,2017-05-10 00:08:18,116.273117,39.898911,116.27037,39.894791
4203037,767294,427874,1,2017-05-10 00:05:22,2017-05-10 00:09:25,116.468124,39.881058,116.466751,39.889297
841032,151923,110676,1,2017-05-10 00:05:28,2017-05-10 00:11:21,116.50795,39.955215,116.501083,39.959335
601523,1013235,81407,1,2017-05-10 00:05:36,2017-05-10 00:09:07,116.547775,39.813766,116.549149,39.808273
2510077,693722,268527,2,2017-05-10 00:05:38,2017-05-10 00:20:52,116.355515,39.948349,116.351395,39.964828
1692660,1020402,191438,2,2017-05-10 00:05:39,2017-05-10 00:09:21,116.339035,39.82338,116.334915,39.827499
830628,105266,109383,1,2017-05-10 00:05:42,2017-05-10 00:12:38,116.343155,39.977188,116.334915,39.982681
997779,882943,126380,2,2017-05-10 00:05:47,2017-05-10 00:09:37,116.329422,39.843979,116.328049,39.841232
445402,860797,60869,1,2017-05-10 00:05:49,2017-05-10 00:11:48,116.43516499999998,39.944229,116.432419,39.953842
3541711,1012591,365174,1,2017-05-10 00:06:03,2017-05-10 00:07:06,116.392593,39.861832,116.39122,39.863205
4080214,822756,417111,1,2017-05-10 00:06:03,2017-05-10 00:10:51,116.534042,39.92363,116.531296,39.929123
275662,966674,38784,1,2017-05-10 00:06:06,2017-05-10 00:07:36,116.192093,39.79866,116.189346,39.79866
482123,597628,65601,1,2017-05-10 00:06:14,2017-05-10 00:08:24,116.490097,39.971695,116.48735,39.968948
3411165,381678,352602,1,2017-05-10 00:06:15,2017-05-10 00:11:52,116.279984,40.110397,116.27449,40.109024
4973095,821370,490881,1,2017-05-10 00:06:16,2017-05-10 00:10:10,116.454391,39.871445,116.459885,39.867325
2997626,429233,313721,1,2017-05-10 00:06:22,2017-05-10 00:10:04,116.339035,39.82338,116.334915,39.827499
2419195,165091,260113,2,2017-05-10 00:06:25,2017-05-10 00:09:30,116.380234,39.944229,116.385727,39.940109
3178752,307454,330628,1,2017-05-10 00:06:30,2017-05-10 00:10:57,116.553268,39.908524,116.547775,39.905777
3907835,296800,400549,1,2017-05-10 00:06:36,2017-05-10 00:20:30,116.211319,39.89067100000001,116.204453,39.916763
4009784,561911,410290,1,2017-05-10 00:06:37,2017-05-10 00:12:14,116.253891,39.90715,116.249771,39.898911
2414147,444029,259668,2,2017-05-10 00:06:42,2017-05-10 00:12:42,116.393967,39.842606,116.3871,39.845352
3260957,753651,338462,1,2017-05-10 00:06:48,2017-05-10 00:10:10,116.350021,40.078812,116.351395,40.071945
1896111,67213,210820,2,2017-05-10 00:06:50,2017-05-10 00:20:10,116.457138,39.842606,116.465378,39.839859
64247,570426,10494,1,2017-05-10 00:06:57,2017-05-10 00:13:50,116.437912,39.894791,116.433792,39.885178
523414,894024,71143,1,2017-05-10 00:06:58,2017-05-10 00:12:59,116.477737,39.900284,116.484604,39.896164
3114559,674388,324522,1,2017-05-10 00:06:59,2017-05-10 00:08:36,116.554642,39.727249,116.556015,39.72450300000001
1900559,69616,211247,2,2017-05-10 00:07:01,2017-05-10 00:21:23,116.314316,39.897537,116.322556,39.892044
3762303,747662,386305,1,2017-05-10 00:07:03,2017-05-10 00:20:25,116.472244,39.966202,116.501083,39.957962
599826,713505,81190,1,2017-05-10 00:07:04,2017-05-10 00:15:58,116.49559,39.92775,116.50795,39.91951
138031,135163,18701,2,2017-05-10 00:07:08,2017-05-10 00:11:27,116.352768,39.925003,116.345901,39.92775
743597,203433,98724,1,2017-05-10 00:07:14,2017-05-10 00:12:07,116.414566,39.857712,116.4077,39.861832
139633,659897,18836,2,2017-05-10 00:07:16,2017-05-10 00:13:46,116.431046,39.841232,116.43516499999998,39.834366
2963442,153868,310423,1,2017-05-10 00:07:18,2017-05-10 00:10:00,116.380234,40.081558,116.37748700000002,40.078812
512287,951507,69707,1,2017-05-10 00:07:21,2017-05-10 00:16:13,116.157761,39.93049600000001,116.17836,39.92775
3111076,549432,324169,1,2017-05-10 00:07:22,2017-05-10 00:13:11,116.551895,39.908524,116.547775,39.916763
3621200,306550,372846,1,2017-05-10 00:07:25,2017-05-10 00:12:27,116.406326,40.034866,116.417313,40.03212
203925,202326,29309,1,2017-05-10 00:07:26,2017-05-10 00:12:03,116.352768,39.993668,116.359634,39.988174
338655,45404,47013,1,2017-05-10 00:07:28,2017-05-10 00:09:40,116.38298,39.953842,116.380234,39.956589
4339530,778626,440176,1,2017-05-10 00:07:33,2017-05-10 00:11:53,116.464005,39.876938,116.473618,39.874191
1846766,404074,206206,2,2017-05-10 00:07:42,2017-05-10 00:11:39,116.418686,39.996414,116.413193,39.997787
1788981,131232,200680,2,2017-05-10 00:07:45,2017-05-10 00:10:29,116.413193,39.853592,116.4077,39.852219
4696179,280152,468547,1,2017-05-10 00:07:49,2017-05-10 00:18:44,116.337662,39.993668,116.330795,40.01152
4267626,460490,434455,1,2017-05-10 00:07:53,2017-05-10 00:17:08,116.488724,39.98542800000001,116.506577,39.978561
314006,350615,43544,1,2017-05-10 00:07:57,2017-05-10 00:12:32,116.466751,39.993668,116.459885,39.992294
1760770,55576,197961,2,2017-05-10 00:07:58,2017-05-10 00:11:57,116.279984,40.02388,116.27586399999998,40.01976
1204983,157144,145543,2,2017-05-10 00:07:59,2017-05-10 00:09:42,116.457138,39.933243,116.453018,39.933243
4123104,756274,421129,1,2017-05-10 00:08:01,2017-05-10 00:15:53,116.362381,39.896164,116.374741,39.893417
3459583,1062048,357206,1,2017-05-10 00:08:10,2017-05-10 00:11:10,116.551895,39.908524,116.550522,39.904404
3127662,822565,325798,1,2017-05-10 00:08:16,2017-05-10 00:10:02,116.506577,39.912643,116.50383,39.91127
236350,557256,34277,1,2017-05-10 00:08:18,2017-05-10 00:10:16,116.524429,39.925003,116.521683,39.92363
5050133,763316,496807,1,2017-05-10 00:08:22,2017-05-10 00:10:38,116.490097,39.974442,116.494217,39.971695
3050414,429814,318503,1,2017-05-10 00:08:23,2017-05-10 00:13:06,116.418686,39.838486,116.418686,39.837112
5000404,740651,492900,1,2017-05-10 00:08:23,2017-05-10 00:16:32,116.236038,39.889297,116.230545,39.90303
2234271,427450,242717,2,2017-05-10 00:08:26,2017-05-10 00:10:27,116.393967,39.860458,116.39534,39.857712
2560368,805822,273211,2,2017-05-10 00:08:36,2017-05-10 00:13:00,116.385727,39.900284,116.392593,39.897537
4526241,45165,454940,1,2017-05-10 00:08:43,2017-05-10 00:10:10,116.19758600000002,39.909897,116.200333,39.908524
3000594,880276,314021,1,2017-05-10 00:08:47,2017-05-10 00:12:15,116.414566,39.838486,116.410446,39.842606
4586198,665767,459537,1,2017-05-10 00:08:54,2017-05-10 00:18:38,116.543655,39.757462,116.538162,39.771194
309979,420007,43091,1,2017-05-10 00:08:59,2017-05-10 00:14:30,116.425552,39.940109,116.420059,39.93187
2161191,154913,235719,2,2017-05-10 00:09:01,2017-05-10 00:12:49,116.465378,39.876938,116.473618,39.874191
1190955,295492,144266,2,2017-05-10 00:09:07,2017-05-10 00:12:35,116.454391,39.867325,116.451645,39.861832
4842327,1010856,480721,1,2017-05-10 00:09:08,2017-05-10 00:14:33,116.332169,39.885178,116.329422,39.878311
3488638,728178,360025,1,2017-05-10 00:09:12,2017-05-10 00:15:39,116.450272,39.871445,116.451645,39.861832
762957,161322,101078,1,2017-05-10 00:09:18,2017-05-10 00:15:22,116.325302,39.989548,116.33628799999998,39.984055
5034151,335354,495511,1,2017-05-10 00:09:20,2017-05-10 00:17:02,116.462631,39.897537,116.465378,39.889297
481125,79799,65456,1,2017-05-10 00:09:23,2017-05-10 00:13:35,116.477737,39.973068,116.488724,39.971695
97815,413905,14904,2,2017-05-10 00:09:25,2017-05-10 00:13:53,116.4077,39.842606,116.402206,39.834366
4541296,922077,456121,1,2017-05-10 00:09:28,2017-05-10 00:12:10,116.340408,39.922256,116.337662,39.91951
2248327,962832,244018,2,2017-05-10 00:09:36,2017-05-10 00:15:37,116.766129,39.896164,116.760635,39.886551
262089,523807,37210,1,2017-05-10 00:09:40,2017-05-10 00:18:51,116.502457,39.897537,116.517563,39.892044
84395,958498,13229,1,2017-05-10 00:09:40,2017-05-10 00:13:00,116.50795,39.91539,116.50383,39.91127
1107396,988183,136566,2,2017-05-10 00:09:45,2017-05-10 00:12:21,116.527176,39.848099,116.523056,39.849472
1842273,916850,205769,2,2017-05-10 00:09:46,2017-05-10 00:14:24,116.410446,39.842606,116.40358,39.835739
4431623,567967,447380,1,2017-05-10 00:09:50,2017-05-10 00:14:10,116.400833,40.004654,116.406326,40.000534
2796587,321288,295001,2,2017-05-10 00:09:55,2017-05-10 00:14:58,116.29097,39.859085,116.303329,39.857712
3154418,660083,328339,1,2017-05-10 00:09:55,2017-05-10 00:15:39,116.245651,39.933243,116.236038,39.93049600000001
795889,781371,105134,1,2017-05-10 00:09:57,2017-05-10 00:15:38,116.29097,39.859085,116.303329,39.856339
4841129,780153,480633,1,2017-05-10 00:10:07,2017-05-10 00:12:43,116.506577,39.914017,116.50383,39.91127
703682,339722,94142,1,2017-05-10 00:10:12,2017-05-10 00:11:56,116.454391,39.952469,116.453018,39.955215
3105710,834497,323609,1,2017-05-10 00:10:13,2017-05-10 00:15:26,116.273117,39.750595,116.264877,39.758835
2206189,331365,240043,2,2017-05-10 00:10:13,2017-05-10 00:16:41,116.444778,39.935989,116.437912,39.92775
600987,47000,81339,1,2017-05-10 00:10:17,2017-05-10 00:13:55,116.477737,39.900284,116.485977,39.898911
4697759,384784,468691,1,2017-05-10 00:10:26,2017-05-10 00:13:32,116.328049,40.030746,116.323929,40.02662700000001
4967303,300439,490450,1,2017-05-10 00:10:28,2017-05-10 00:15:18,116.304703,40.034866,116.297836,40.029373
1636534,468109,186012,2,2017-05-10 00:10:35,2017-05-10 00:12:07,116.588974,39.912643,116.586227,39.914017
950967,371446,122009,2,2017-05-10 00:10:37,2017-05-10 00:14:58,116.366501,39.946976,116.371994,39.944229
2422921,462036,260445,2,2017-05-10 00:10:49,2017-05-10 00:12:31,116.528549,39.90303,116.525803,39.901657
3537837,19958,364780,1,2017-05-10 00:10:49,2017-05-10 00:14:51,116.509323,39.859085,116.51207,39.853592
658049,871052,88568,1,2017-05-10 00:10:50,2017-05-10 00:14:58,116.440659,39.868698,116.436539,39.861832
1297356,577800,153979,2,2017-05-10 00:10:57,2017-05-10 00:15:37,116.39946,39.867325,116.40358,39.859085
207445,1005887,29894,1,2017-05-10 00:11:05,2017-05-10 00:15:38,116.440659,39.944229,116.433792,39.942856
2859833,990742,300765,2,2017-05-10 00:11:05,2017-05-10 00:20:10,116.404953,39.857712,116.4077,39.852219
3693917,844230,379874,1,2017-05-10 00:11:10,2017-05-10 00:13:06,116.437912,40.078812,116.43516499999998,40.076065
3291416,551090,341326,1,2017-05-10 00:11:13,2017-05-10 00:12:36,116.352768,40.207901,116.350021,40.20652800000001
4356035,754276,441456,1,2017-05-10 00:11:18,2017-05-10 00:17:09,116.303329,39.990921,116.312943,39.98542800000001
2285176,718823,247507,2,2017-05-10 00:11:20,2017-05-10 00:16:15,116.329422,40.070572,116.321182,40.067825
4285190,132302,435804,1,2017-05-10 00:11:22,2017-05-10 00:22:41,116.422806,39.897537,116.418686,39.91951
4116241,755645,420468,1,2017-05-10 00:11:23,2017-05-10 00:19:48,116.439285,39.846725,116.431046,39.841232
1928527,578505,213862,2,2017-05-10 00:11:27,2017-05-10 00:14:07,116.201706,39.90303,116.198959,39.90715
4855035,315151,481673,1,2017-05-10 00:11:35,2017-05-10 00:18:03,116.344528,39.989548,116.343155,39.992294
3856062,331669,395479,1,2017-05-10 00:11:39,2017-05-10 00:17:24,116.318436,39.68605,116.323929,39.679184
2314337,991569,250287,2,2017-05-10 00:11:39,2017-05-10 00:22:44,116.446152,39.897537,116.464005,39.894791
4378841,908102,443250,1,2017-05-10 00:11:40,2017-05-10 00:15:19,116.50383,39.900284,116.498337,39.898911
2367632,209594,255316,2,2017-05-10 00:11:40,2017-05-10 00:16:44,116.251144,39.838486,116.244278,39.846725
375128,344477,51949,1,2017-05-10 00:11:43,2017-05-10 00:14:13,116.303329,39.89067100000001,116.297836,39.887924
1002781,277961,126864,2,2017-05-10 00:11:51,2017-05-10 00:16:55,116.251144,39.838486,116.244278,39.846725
4105601,85378,419438,1,2017-05-10 00:11:52,2017-05-10 00:14:47,116.314316,39.992294,116.319809,39.989548
758849,999412,100589,1,2017-05-10 00:12:09,2017-05-10 00:16:42,116.373367,39.981308,116.37748700000002,39.977188
2443923,1014149,262439,2,2017-05-10 00:12:12,2017-05-10 00:21:13,116.410446,40.003281,116.422806,39.993668
3845450,32145,394447,1,2017-05-10 00:12:23,2017-05-10 00:18:19,116.39534,39.898911,116.3871,39.89067100000001
2359452,518399,254533,2,2017-05-10 00:12:30,2017-05-10 00:16:56,116.477737,39.867325,116.481857,39.864578
4462631,543213,449846,1,2017-05-10 00:12:32,2017-05-10 00:17:37,116.247025,40.041733,116.241531,40.03624
77356,670515,12333,1,2017-05-10 00:12:32,2017-05-10 00:15:49,116.473618,40.004654,116.468124,40.007401
3548393,569015,365833,1,2017-05-10 00:12:36,2017-05-10 00:14:30,116.628799,39.989548,116.623306,39.988174
3648240,615665,375451,1,2017-05-10 00:12:37,2017-05-10 00:20:02,116.3871,39.868698,116.393967,39.863205
3978224,572373,407101,1,2017-05-10 00:12:37,2017-05-10 00:15:48,116.496964,39.962082,116.49147,39.966202
2534401,438440,270806,2,2017-05-10 00:12:38,2017-05-10 00:17:16,116.437912,39.853592,116.433792,39.848099
237131,715092,34363,1,2017-05-10 00:12:47,2017-05-10 00:19:17,116.643906,39.886551,116.635666,39.881058
2974459,64877,311476,1,2017-05-10 00:12:53,2017-05-10 00:18:56,116.547775,39.813766,116.543655,39.816513
503989,1065003,68631,1,2017-05-10 00:12:59,2017-05-10 00:16:23,116.568375,40.01152,116.575241,40.008774
4260054,224565,433906,1,2017-05-10 00:13:03,2017-05-10 00:16:24,116.323929,39.908524,116.329422,39.904404
1938119,225990,214766,2,2017-05-10 00:13:07,2017-05-10 00:18:48,116.333542,39.81926,116.33628799999998,39.81102
1447811,431272,168083,2,2017-05-10 00:13:08,2017-05-10 00:15:49,116.527176,39.848099,116.521683,39.846725
3627411,821190,373452,1,2017-05-10 00:13:08,2017-05-10 00:18:15,116.429672,39.861832,116.431046,39.853592
3673686,1052286,377909,1,2017-05-10 00:13:09,2017-05-10 00:16:33,116.476364,40.000534,116.469498,40.003281
3753704,328511,385466,1,2017-05-10 00:13:10,2017-05-10 00:18:27,116.245651,39.909897,116.241531,39.916763
2748304,637042,290511,2,2017-05-10 00:13:12,2017-05-10 00:18:23,116.350021,39.761581,116.340408,39.760208
2729113,367570,288781,2,2017-05-10 00:13:17,2017-05-10 00:21:48,116.551895,39.831619,116.567001,39.826126
182270,677734,25732,1,2017-05-10 00:13:18,2017-05-10 00:20:25,116.207199,39.91539,116.19758600000002,39.90715
3874479,303362,397299,1,2017-05-10 00:13:24,2017-05-10 00:19:08,116.494217,39.900284,116.502457,39.894791
5021991,907887,494463,1,2017-05-10 00:13:25,2017-05-10 00:17:25,116.273117,40.041733,116.266251,40.044479
2522579,241578,269689,2,2017-05-10 00:13:28,2017-05-10 00:17:31,116.388474,39.841232,116.3871,39.849472
3829958,157144,392924,1,2017-05-10 00:13:31,2017-05-10 00:22:13,116.453018,39.934616,116.470871,39.92775
468179,189708,63749,1,2017-05-10 00:13:41,2017-05-10 00:18:50,116.306076,39.973068,116.29921000000002,39.967575
2610689,837544,277960,2,2017-05-10 00:13:42,2017-05-10 00:18:15,116.719437,39.952469,116.722183,39.944229
425490,454767,58553,1,2017-05-10 00:13:44,2017-05-10 00:19:33,116.16188,39.756088,116.156387,39.750595
2934955,533533,307657,1,2017-05-10 00:13:46,2017-05-10 00:17:02,116.328049,39.937363,116.321182,39.938736
3010461,881770,314927,1,2017-05-10 00:13:47,2017-05-10 00:16:21,116.502457,39.93187,116.50795,39.93049600000001
4567405,196819,458132,1,2017-05-10 00:13:47,2017-05-10 00:16:04,116.28685,39.937363,116.284103,39.937363
1960186,84049,216805,2,2017-05-10 00:13:49,2017-05-10 00:17:31,116.409073,39.935989,116.40358,39.940109
807257,177549,106552,1,2017-05-10 00:13:56,2017-05-10 00:17:21,116.472244,39.885178,116.466751,39.887924
4521288,551590,454534,1,2017-05-10 00:13:56,2017-05-10 00:18:01,116.322556,39.962082,116.329422,39.957962
3923082,554859,401985,1,2017-05-10 00:13:59,2017-05-10 00:17:48,116.468124,39.876938,116.462631,39.881058
3337776,3775,345609,1,2017-05-10 00:14:02,2017-05-10 00:17:22,116.373367,39.92363,116.370621,39.929123
2114539,436498,231267,2,2017-05-10 00:14:04,2017-05-10 00:16:45,116.436539,39.850845,116.433792,39.853592
2914340,820854,305743,1,2017-05-10 00:14:04,2017-05-10 00:18:12,116.564255,39.797287,116.557388,39.795914
396977,911037,54742,1,2017-05-10 00:14:08,2017-05-10 00:18:16,116.413193,39.845352,116.4077,39.841232
4973096,821370,490881,1,2017-05-10 00:14:12,2017-05-10 00:18:18,116.459885,39.867325,116.454391,39.871445
